0.0,0.0,0.0
15.0,2.053125601048724,23.17741894721985
20.0,2.6463596138243797,24.809783935546875
25.0,3.180333162091069,24.13728976249695
30.0,3.6418411734721925,19.978551626205444
35.0,4.098939794015994,18.766931533813477
40.0,4.577746010613674,21.193685054779053
45.0,4.981852154255622,18.34074568748474
50.0,5.421837000284887,21.56147599220276
55.0,5.82183159533116,20.96562933921814
60.0,6.203721152240148,20.138657569885254
65.0,6.589270892882191,20.15669059753418
70.0,6.940634661721182,17.383071184158325
75.0,7.321811602309172,18.672406673431396
80.0,7.686018599867572,18.986055850982666
85.0,8.051490962679352,20.438453197479248
90.0,8.315513655550197,13.976619243621826
95.0,8.759456128452875,20.352066040039062
100.0,9.103609770126477,16.464242219924927
